id,city_id,date,country,city,cloudiness,humidity,maximum_temperature,maximum_temperature_f,wind_speed_kmh,lat,lng
0,367,2025-01-08,AF,'Alaqahdari Dishu,23,53,7.02,44.636,2.09,30.4374,63.313
1,311,2025-01-08,AF,Parun,0,39,-13.66,7.411999999999999,8.58,35.4207,70.9221
2,224,2025-01-08,AF,Sangin,4,43,7.46,45.428,1.84,32.0728,64.8359
3,294,2025-01-08,BD,Sandwip,0,63,17.92,64.256,7.01,22.4678,91.4561
4,142,2025-01-08,BJ,Porto Novo,7,85,28.9,84.02,2.61,6.4965,2.6036
5,365,2025-01-08,BS,West End,100,63,19.57,67.226,3.33,26.6833,-78.9667
6,292,2025-01-08,BS,Marsh Harbour,99,64,19.17,66.506,4.21,26.5412,-77.0636
7,483,2025-01-08,BY,Kobryn,100,87,0.85,33.53,4.24,52.2138,24.3564
8,99,2025-01-08,BY,Orsa,100,95,0.28,32.504,2.4,54.5153,30.4053
9,70,2025-01-08,BY,Byalynichy,100,98,-0.16,31.712,2.79,53.9983,29.7126
10,500,2025-01-08,CA,Peace River,0,69,2.17,35.906,3.6,56.2501,-117.286
11,10,2025-01-08,CA,Kapuskasing,0,59,-18.95,-2.1099999999999994,4.63,49.4169,-82.4331
12,31,2025-01-08,CA,Mount Pearl,100,95,1.25,34.25,3.09,47.5166,-52.7813
13,146,2025-01-08,CA,Happy Valley-Goose Bay,100,100,2.17,35.906,3.6,53.3168,-60.3315
14,11,2025-01-08,CA,Dryden,40,72,-12.84,8.887999999999998,5.66,49.7833,-92.7503
15,318,2025-01-08,CA,Elliot Lake,3,42,-13.61,7.502000000000002,3.09,46.3834,-82.6331
16,358,2025-01-08,CA,Moose Jaw,100,80,2.15,35.87,7.72,50.4001,-105.5344
17,423,2025-01-08,CA,Summerland,75,73,2.18,35.924,4.12,49.5998,-119.6691
18,157,2025-01-08,CA,Whitehorse,40,79,-4.57,23.774,5.66,60.7161,-135.0538
19,60,2025-01-08,CA,Swift Current,100,80,2.45,36.41,6.17,50.2834,-107.8014
20,309,2025-01-08,CA,Cole Harbour,100,73,-3.02,26.564,8.23,44.6724,-63.4751
21,106,2025-01-08,CA,St. John'S,100,94,1.71,35.078,3.09,47.5649,-52.7093
22,536,2025-01-08,CA,Smithers,100,100,0.18,32.324,1.54,54.7804,-127.1743
23,469,2025-01-08,CA,Selkirk,100,81,-9.9,14.18,5.81,50.1436,-96.8845
24,497,2025-01-08,CA,Thunder Bay,20,62,-10.05,13.91,2.57,48.4001,-89.3168
25,214,2025-01-08,CA,Grande Prairie,40,65,4.1,39.38,6.17,55.1667,-118.8027
26,173,2025-01-08,CA,Thompson,100,86,-8.91,15.962,3.6,55.7435,-97.8558
27,8,2025-01-08,CA,Saskatoon,40,80,-0.01,31.982,7.2,52.1168,-106.6345
28,336,2025-01-08,CA,Chibougamau,100,85,-13.21,8.221999999999998,5.66,49.9168,-74.3659
29,48,2025-01-08,CA,Iqaluit,75,76,-21.84,-7.311999999999998,12.35,63.7506,-68.5145
30,506,2025-01-08,CA,Levuka,100,80,1.85,35.33,7.72,50.1834,-105.4011
31,5,2025-01-08,CA,Yellowknife,100,92,-15.71,3.7219999999999978,8.75,62.456,-114.3525
32,510,2025-01-08,CI,San-Pedro,25,82,27.25,81.05,3.07,4.7485,-6.6363
33,440,2025-01-08,CN,Xilin Hot,9,92,-21.76,-7.167999999999999,1.97,43.9667,116.0333
34,544,2025-01-08,CN,Qianzhou,100,88,3.99,39.182,1.92,28.3167,109.7167
35,47,2025-01-08,CN,Maba,53,56,8.58,47.444,1.56,24.6841,113.5984
36,488,2025-01-08,CN,Laojunmiao,0,63,-8.86,16.052,0.71,39.8333,97.7333
37,514,2025-01-08,CN,Qamdo,91,41,-10.39,13.297999999999998,0.86,31.1667,97.2333
38,4,2025-01-08,CN,Linqiong,83,77,5.61,42.098,0.36,30.4159,103.4609
39,387,2025-01-08,CN,Fengrun,0,33,-7.36,18.752,3.91,39.8333,118.1167
40,170,2025-01-08,CN,Hanzhong,100,35,3.64,38.552,0.54,33.0728,107.0303
41,344,2025-01-08,CN,Jiutai,100,100,-23.81,-10.857999999999995,1.06,44.1525,125.8328
42,213,2025-01-08,CN,Ji'An,95,52,9.6,49.28,4.54,27.1172,114.9793
43,306,2025-01-08,CN,Duyun,100,99,2.61,36.698,1.91,26.2667,107.5167
44,285,2025-01-08,CN,Turpan,91,41,-2.64,27.248,0.84,42.9333,89.1667
45,175,2025-01-08,CN,Shenjiamen,67,61,5.91,42.638,8.84,29.9576,122.298
46,174,2025-01-08,CN,Shache,0,20,0.02,32.036,2.77,38.4167,77.2406
47,260,2025-01-08,CN,Wenling,79,51,6.6,43.88,6.07,28.3669,121.36
48,310,2025-01-08,CN,Jiangyou,92,77,5.86,42.548,0.26,31.7667,104.7167
49,256,2025-01-08,CN,Shiyan,100,46,1.22,34.196,0.99,32.6475,110.7781
50,126,2025-01-08,CN,Korla,100,70,-5.33,22.406,2.16,41.7597,86.1469
51,396,2025-01-08,CN,Datong,0,44,-11.59,11.137999999999998,2.92,40.0936,113.2914
52,521,2025-01-08,CO,San Jose Del Guaviare,92,57,31.04,87.872,1.83,2.5729,-72.6459
53,467,2025-01-08,CO,Pizarro,96,85,26.77,80.186,3.9,4.9533,-77.366
54,428,2025-01-08,CO,Puerto Colombia,55,75,30.05,86.09,9.52,10.9878,-74.9547
55,147,2025-01-08,CO,Manaure,94,62,29.63,85.334,5.29,11.7751,-72.4445
56,307,2025-01-08,CO,San Andres,40,94,26.01,78.818,6.17,12.5847,-81.7006
57,42,2025-01-08,CO,Inirida,89,67,30.41,86.738,1.12,3.8653,-67.9239
58,3,2025-01-08,CV,Nova Sintra,0,71,23.58,74.44399999999999,8.26,14.8667,-24.7167
59,29,2025-01-08,DE,Colonia,75,93,1.13,34.034,3.09,50.9333,6.95
60,347,2025-01-08,DE,Sonnefeld,100,97,1.19,34.142,3.01,50.2167,11.1333
61,484,2025-01-08,DZ,Hassi Messaoud,0,46,9.92,49.856,0.51,31.6804,6.0729
62,50,2025-01-08,DZ,Illizi,0,37,10.94,51.692,1.76,26.4833,8.4667
63,226,2025-01-08,EE,Parnu,100,87,2.05,35.69,7.2,58.3859,24.4971
64,348,2025-01-08,EG,Aswan,0,42,19.61,67.298,2.57,24.0934,32.907
65,394,2025-01-08,EG,Mersa Matruh,40,82,16.11,60.998000000000005,2.57,31.3525,27.2453
66,341,2025-01-08,EG,Port Said,0,82,16.99,62.582,3.09,31.2565,32.2841
67,418,2025-01-08,EG,Idfu,100,49,17.03,62.654,3.66,24.9803,32.8747
68,319,2025-01-08,EG,Al Kharijah,100,44,16.98,62.564,2.02,25.4514,30.5464
69,55,2025-01-08,ES,Sant Lluis,40,88,15.22,59.396,6.69,39.8526,4.2594
70,171,2025-01-08,ES,Mugia,31,84,15.51,59.918,12.95,43.1041,-9.2179
71,491,2025-01-08,ES,La Carolina,90,89,9.63,49.334,3.4,38.2756,-3.6153
72,274,2025-01-08,ES,Andratx,56,81,14.72,58.496,8.63,39.5755,2.4202
73,144,2025-01-08,ET,Deder,0,66,12.36,54.248,2.01,9.3167,41.45
74,443,2025-01-08,ET,Jinka,1,37,19.69,67.44200000000001,0.62,5.65,36.65
75,322,2025-01-08,FM,Tofol,16,81,27.47,81.446,7.51,5.3248,163.0078
76,275,2025-01-08,FM,Palikir - National Government Center,100,89,26.41,79.538,2.06,6.9248,158.1611
77,457,2025-01-08,FM,Weno,100,72,28.38,83.084,8.15,7.4515,151.8468
78,28,2025-01-08,FO,Klaksvik,82,59,2.45,36.41,14.9,62.2266,-6.589
79,545,2025-01-08,FR,La Passe,76,72,13.25,55.85,9.13,45.5549,-0.8967
80,243,2025-01-08,FR,Saint-Junien,52,87,10.32,50.576,4.42,45.8833,0.9
81,109,2025-01-08,FR,Saint-Francois,100,74,11.69,53.042,4.12,46.4154,3.9054
82,205,2025-01-08,GB,Penzance,100,84,2.64,36.752,12.08,50.1186,-5.5371
83,96,2025-01-08,GB,Stanley,0,85,-3.99,24.818,1.54,54.868,-1.6985
84,290,2025-01-08,GB,Stonehaven,11,94,-0.71,30.722,3.76,56.9637,-2.2118
85,257,2025-01-08,GB,Margate,100,87,2.61,36.698,1.34,51.3813,1.3862
86,414,2025-01-08,GB,Atherton,86,96,-0.92,30.344,0.83,53.5237,-2.4935
87,466,2025-01-08,GB,Eastbourne,100,89,1.66,34.988,0.89,50.7687,0.2845
